"","Genre","Title","Artist","URI","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"412","country","Love Me Like You Mean It","Kelsea Ballerini","0knbW9EwgSLfNFMWys1mQm",0.645,0.84,4,-5.894,0.0518,0.0452,0,0.327,0.805,151.94,4
"413","country","Kiss You In The Morning","Michael Ray","6jRcSR1kOPWJYisvkFfjUV",0.557,0.909,11,-3.405,0.0423,0.00769,0,0.317,0.857,152.13,4
"414","country","One Hell Of An Amen","Brantley Gilbert","2XEl9DfBj88c8p2bdfx1qu",0.548,0.665,1,-5.622,0.0281,0.0139,2.72e-06,0.0769,0.549,138.055,4
"415","country","A Guy Walks Into A Bar","Tyler Farr","16PNN9wK1LbedzcTp7y8y0",0.428,0.78,0,-3.472,0.0373,0.083,0,0.115,0.431,147.986,4
"416","country","Nothin' Like You","Dan + Shay","4W38RXuQNuoTSwVsQA1OGC",0.589,0.704,4,-4.772,0.0303,0.151,0,0.067,0.437,84.956,4
"417","country","Hell Of A Night","Dustin Lynch","4x7Di9FZJXJoxHjLxjImmp",0.499,0.797,2,-4.845,0.0402,0.00472,0,0.297,0.591,85.054,4
"418","country","Don't It","Billy Currington","0iA1unTbTbDOWUSlbwJ1pS",0.558,0.818,8,-4.07,0.0403,0.071,0,0.21,0.453,81.034,4
"419","country","Ain't Worth The Whiskey","Cole Swindell","3OZVqx1YsqDDkxQ6TnmHtn",0.432,0.738,2,-3.91,0.0309,0.042,0,0.119,0.503,153.712,4
"420","country","Sun Daze","Florida Georgia Line","0El2Zyt68nYySFDG87hZgM",0.476,0.952,4,-3.783,0.041,0.0981,2.91e-06,0.438,0.849,170.062,4
"421","country","Something In The Water","Carrie Underwood","10RQKVSr4rS0coExTmi4dF",0.451,0.893,7,-2.721,0.0627,0.0243,0,0.0813,0.0971,139.763,4
"422","country","Say You Do","Dierks Bentley","2sE61ZmvYH8wiOx5jygkHH",0.481,0.733,3,-8.171,0.0368,0.142,0.000547,0.106,0.453,147.859,4
"423","country","Anything Goes","Florida Georgia Line","46ZfPS5VpSQVU5gb82hg3K",0.458,0.976,0,-3.791,0.0459,0.00182,0,0.193,0.76,154.007,4
"424","country","Lonely Eyes","Chris Young","2j79NtwxoWDmkiH4MGwdLq",0.657,0.674,1,-5.273,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,4
"425","country","Shotgun Rider","Tim McGraw","3LbvNFkqDTrE1liGMmZBDL",0.468,0.904,7,-4.574,0.0494,0.126,3.89e-06,0.165,0.7,167.998,4
"426","country","Talladega","Eric Church","1TKlBK9cSrM5u4CiL4SETS",0.586,0.677,1,-8.343,0.0294,0.043,0.0936,0.0884,0.562,144.001,4
"427","country","Just Gettin' Started","Jason Aldean","1WtdhlaiUoDTrVNSwaya0L",0.507,0.805,9,-4.611,0.0867,0.396,1.16e-06,0.106,0.513,167.983,4
"428","country","Young & Crazy","Frankie Ballard","6ll39ALTlddWWQZLjSFlwM",0.61,0.876,0,-4.244,0.0394,0.0247,0,0.31,0.783,115.05,4
"429","country","Baby Be My Love Song","Easton Corbin","6WCqjXvMxAN2yP4dzeoyhF",0.488,0.713,0,-6.148,0.0472,0.0569,0,0.305,0.483,167.973,4
"430","country","Diamond Rings And Old Barstools","Tim McGraw With Catherine Dunn","5FIb3CWPjub8C5Yu2IxzTj",0.54,0.495,5,-6.386,0.0268,0.404,0.00011,0.124,0.338,70.997,1
"431","country","I Got The Boy","Jana Kramer","6tbNaE7kvGNqS7FvJ0dzLB",0.625,0.569,0,-5.954,0.0271,0.26,0,0.127,0.361,149.987,4
"432","country","Gonna Wanna Tonight","Chase Rice","6C2XDnr9B6obGMVhHS1Nmo",0.584,0.79,2,-6.544,0.0412,0.0444,4.22e-05,0.0734,0.691,123.961,4
"433","country","Crushin' It","Brad Paisley","3yMVUGqVK5iTTkA8kGChH2",0.595,0.823,2,-5.864,0.0483,0.0385,1.35e-06,0.0984,0.745,108.99,4
"434","country","Mean To Me","Brett Eldredge","5FVuERsYqtKKAaWe62NBnv",0.647,0.586,0,-6.883,0.0313,0.115,1.69e-06,0.121,0.165,87.994,4
"435","country","Homegrown Honey","Darius Rucker","15WoYaFanAymIZuebfxvOt",0.657,0.911,1,-5.072,0.0496,0.122,0,0.0479,0.871,87.978,4
"436","country","Make Me Wanna","Thomas Rhett","69DR48pXzSabFUfQfDDJDb",0.545,0.818,9,-6.38,0.0541,0.0369,0,0.101,0.679,109.019,3
"437","country","Smoke Break","Carrie Underwood","46W2wkCzFerbeQbNz3EIaa",0.453,0.839,11,-3.702,0.0511,0.0513,0,0.348,0.55,160.16,4
"438","country","Stay A Little Longer","Brothers Osborne","6rqxivjFHp8K0yMiefG56g",0.555,0.89,6,-5.533,0.0309,0.0414,0.131,0.147,0.513,96.987,4
"439","country","Raise 'Em Up","Keith Urban Featuring Eric Church","3YimpODfNhxj3rN81v4WvE",0.609,0.788,4,-7.855,0.0416,0.645,3.72e-05,0.174,0.54,108.053,4
"440","country","Wild Child","Kenny Chesney With Grace Potter","050iNgNKEUrJboOnH4Jhm6",0.586,0.633,3,-7.688,0.0318,0.475,4.29e-06,0.164,0.445,148.984,4
"441","country","Real Life","Jake Owen","5NUvj4WX2tAQGxOF4CWJ7I",0.654,0.749,1,-5.383,0.0257,0.00195,0,0.0956,0.774,108.004,4
"442","country","She Don't Love You","Eric Paslay","1B17jo7XD3lJ9AtrdE9kUd",0.36,0.333,7,-8.491,0.0285,0.335,1.09e-06,0.114,0.17,74.53,1
"443","country","Die A Happy Man","Thomas Rhett","5kNe7PE09d6Kvw5pAsx23n",0.595,0.389,2,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052,4
"444","country","Little Red Wagon","Miranda Lambert","4sl4UWqzHSG7riBKdralwy",0.584,0.813,6,-7.221,0.0582,0.0297,0.000197,0.272,0.774,95.081,4
"445","country","Like A Cowboy","Randy Houser","2eQQ7YHhROyqSPiMrTOuum",0.511,0.687,1,-4.328,0.0326,0.254,2.49e-06,0.108,0.172,139.995,4
"446","country","Perfect Storm","Brad Paisley","14UE0L5fL5TL0ohEiAv56X",0.53,0.753,0,-5.551,0.0346,0.365,4.19e-05,0.269,0.38,123.979,4
"447","country","Break Up In A Small Town","Sam Hunt","7aftSOGSOpSoIlVAQVBb71",0.579,0.776,8,-5.365,0.173,0.0749,0,0.239,0.434,136.044,4
"448","country","I'm To Blame","Kip Moore","15bIuGUsLwF0gxI48HKoEd",0.688,0.874,7,-5.389,0.042,0.319,0,0.0792,0.824,89.909,4
"449","country","Already Callin' You Mine","Parmalee","3jSyE8r8vgg8fmwojoMzql",0.59,0.887,1,-2.634,0.0353,0.0504,0,0.132,0.679,120.061,4
"450","country","Games","Luke Bryan","085lgcfCstjd3AjWDAt2OX",0.515,0.907,8,-3.451,0.114,0.194,0,0.105,0.836,157.988,4
"451","country","Til It's Gone","Kenny Chesney","1Lh8n5owE0h0hgqWfqtvuD",0.499,0.822,4,-7.122,0.049,0.00544,0.000197,0.272,0.499,86.481,4
"452","country","Top Of The World","Tim McGraw","4pdoeoOQSu6DNznlfNc5FP",0.675,0.791,8,-5.64,0.0383,0.29,0,0.485,0.943,141.217,4
"453","country","What We Ain't Got","Jake Owen","3obQ7Qx6YZt8r1KvTv7uk3",0.537,0.257,9,-10.447,0.0344,0.952,3.89e-05,0.0899,0.169,127.981,4
"454","country","I Love This Life","LOCASH","21jkhW2773dELgTMRJcMfI",0.586,0.927,2,-3.014,0.0547,0.0164,7.24e-06,0.153,0.549,111.977,4
"455","country","Take It On Back","Chase Bryant","19OKWQPIupVomZOgBHvhV3",0.558,0.814,2,-5.378,0.0645,0.0129,0,0.0666,0.672,157.959,4
"456","country","Dibs","Kelsea Ballerini","6FWrlXo99QRmPtOeUSWDjv",0.638,0.733,4,-4.7,0.052,0.231,0,0.103,0.651,87.999,4
"457","country","God Made Girls","RaeLynn","24tygl4LPQcQgeBe7qzY3n",0.488,0.917,3,-2.939,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,4
"458","country","Girl In A Country Song","Maddie & Tae","1GRiBe0kNCNYpjwCHIyynI",0.59,0.908,8,-3.789,0.084,0.285,0,0.36,0.874,160.028,4
"459","country","Gonna Know We Were Here","Jason Aldean","0mMR63GfhjpxT02rIdq5Mz",0.447,0.896,9,-5.57,0.173,0.0339,0,0.882,0.533,173.852,4
"460","country","Long Stretch Of Love","Lady Antebellum","6QlmzxCyQGBnp3C2CoaNB3",0.534,0.937,1,-2.267,0.0504,0.0796,0,0.0476,0.484,102.161,4
"461","country","Run Away With You","Big & Rich","0WgQTMtmw8qJievyeqfnnS",0.535,0.803,6,-4.116,0.0465,0.141,0,0.297,0.342,147.902,4
"462","country","Somewhere In My Car","Keith Urban","3MFV4DgrAOXz6KURPQxRj9",0.588,0.861,10,-5.531,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,4
"463","country","We Went","Randy Houser","7JnorPtXApoUw2AuJUGLY1",0.646,0.882,4,-3.77,0.0371,0.097,0,0.311,0.544,101.997,4
"464","country","Burnin' It Down","Jason Aldean","5HJqpDspKDKwQpLjvkcIsD",0.681,0.795,6,-6.652,0.049,0.305,9.41e-06,0.109,0.64,135.939,4
"465","country","Leave The Night On","Sam Hunt","3wx2kQWPn9p5UppQbNhPAk",0.514,0.951,9,-3.813,0.0603,0.0951,0,0.349,0.838,171.96,4
"466","country","Close Your Eyes","Parmalee","3Bdqlr7jQLNhITAgcBGQBG",0.551,0.863,11,-3.506,0.0322,0.0158,0,0.0843,0.817,143.952,4
"467","country","Lay Low","Josh Turner","5CdOqNxkQ7054Rp86f5OWi",0.634,0.679,11,-5.922,0.0282,0.0794,0.000125,0.116,0.377,109.005,4
"468","country","Neon Light","Blake Shelton","289hx4t6fH2BBe8p6cnXo1",0.666,0.78,2,-5.847,0.048,0.0189,1.01e-06,0.0635,0.923,154.056,4
"469","country","Tennessee Whiskey","Chris Stapleton","3fqwjXwUGN6vbzIwvyFMhx",0.392,0.37,9,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,4
"470","country","Biscuits","Kacey Musgraves","4vHVfwVi2CEc4r7P1Pr9iu",0.438,0.572,0,-5.542,0.0407,0.331,0,0.0805,0.84,202.414,4
"471","country","Riser","Dierks Bentley","1soxUgYIZb1qx1c7o1Lc7z",0.423,0.73,9,-5.566,0.032,0.00495,1.13e-05,0.238,0.66,205.972,4
"472","country","That Don't Sound Like You","Lee Brice","2l1fWY1albInvAG9t8WP2p",0.543,0.589,4,-9.496,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,4
"473","country","Trailer Hitch","Kristian Bush","02H8JYd2hItFqfppgu5efp",0.718,0.86,5,-4.162,0.0409,0.252,0,0.0703,0.883,93.022,4
"474","country","Dirt","Florida Georgia Line","5CXnIPD6rTjszYYQm6fY2P",0.547,0.878,2,-4.224,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,4
"475","country","Hard To Be Cool","Joe Nichols","3OFD6HAlPiHqy2XoPNaVMR",0.567,0.879,2,-4.704,0.0561,0.00615,1.44e-05,0.356,0.743,121.986,4
"476","country","Ride","Chase Rice","1CoOHJAHtKEDnUBrp3nKAB",0.666,0.694,10,-7.184,0.0333,0.0374,0,0.124,0.354,115.07,4
"477","country","Country Nation","Brad Paisley","4yL5WpJZmoxAV4udhE55VY",0.387,0.861,4,-5.529,0.0413,0.0389,0.00047,0.1,0.482,177.94,4
"478","country","Kiss You Tonight","David Nail","6VRA3GzddUG3okSUjdzgYo",0.569,0.782,11,-5.769,0.026,0.00317,2.32e-06,0.102,0.433,99.222,4
"479","country","This Is How We Roll","Florida Georgia Line Featuring Luke Bryan","2TR7A4ulH9R1PNwMyd8o8U",0.555,0.931,8,-2.969,0.0367,0.016,0,0.405,0.723,132.085,4
"480","country","Burnin' It Down","Jason Aldean","5HJqpDspKDKwQpLjvkcIsD",0.681,0.795,6,-6.652,0.049,0.305,9.41e-06,0.109,0.64,135.939,4
"481","country","Dirt","Florida Georgia Line","5CXnIPD6rTjszYYQm6fY2P",0.547,0.878,2,-4.224,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,4
"482","country","Bottoms Up","Brantley Gilbert","477pWnF7WFWb9Qs6g8rs4J",0.476,0.857,7,-5.733,0.0432,0.113,0,0.135,0.543,169.975,4
"483","country","Play It Again","Luke Bryan","03fT3OHB9KyMtGMt2zwqCT",0.506,0.886,11,-3.225,0.0655,0.0916,0,0.0734,0.595,143.935,4
"484","country","American Kids","Kenny Chesney","1dgWTMoHwTUnQhOQ8SR5fV",0.733,0.589,7,-7.37,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,4
"485","country","Bartender","Lady Antebellum","6olKv2HP3XgBpvVxAswowe",0.631,0.937,11,-3.858,0.034,0.0198,7.38e-06,0.327,0.654,101.011,4
"486","country","Drunk On A Plane","Dierks Bentley","1soxUgYIZb1qx1c7o1Lc7z",0.423,0.73,9,-5.566,0.032,0.00495,1.13e-05,0.238,0.66,205.972,4
"487","country","Leave The Night On","Sam Hunt","3wx2kQWPn9p5UppQbNhPAk",0.514,0.951,9,-3.813,0.0603,0.0951,0,0.349,0.838,171.96,4
"488","country","Somethin' Bad","Miranda Lambert Duet With Carrie Underwood","6s9m5J92By7jii22Q2XtY2",0.68,0.888,9,-5.308,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,4
"489","country","Drink A Beer","Luke Bryan","1PoGWZbJPGmViVi7CYbDUK",0.483,0.431,8,-7.656,0.0343,0.836,5.19e-05,0.199,0.296,78.26,4
"490","country","I Don't Dance","Lee Brice","5aj0xPGiEUN3aI2oOYu14S",0.587,0.559,1,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,4
"491","country","Beachin'","Jake Owen","5dNGORzxFb5z3v7vSAFkTU",0.527,0.902,6,-5.352,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,4
"492","country","Give Me Back My Hometown","Eric Church","3MykNWa65IP2VN1Qa6B9yK",0.621,0.676,1,-7.808,0.0303,0.506,0.0675,0.0825,0.482,104.008,4
"493","country","Get Me Some Of That","Thomas Rhett","4O1CExxinEpKZi3861NlTK",0.549,0.866,6,-5.306,0.0476,0.0733,0,0.25,0.767,87.964,4
"494","country","Drink To That All Night","Jerrod Niemann","3M31S6f0z8S3nkFh3eS06W",0.639,0.846,9,-6.184,0.0439,0.0325,0,0.116,0.475,115.965,4
"495","country","Ready Set Roll","Chase Rice","3rh2f6nqswpfDN3Ef6Bi5J",0.513,0.803,0,-4.45,0.0777,0.0161,0,0.667,0.746,156.038,4
"496","country","Roller Coaster","Luke Bryan","5r00wpsojd4mBYaQFDvni7",0.602,0.79,8,-4.46,0.0355,0.026,7.43e-05,0.162,0.274,108.008,4
"497","country","Meanwhile Back At Mama's","Tim McGraw Featuring Faith Hill","2rO28hRLDbsenVjeWvwqQz",0.524,0.679,6,-8.68,0.0435,0.583,5.79e-05,0.163,0.676,172.977,4
"498","country","Hope You Get Lonely Tonight","Cole Swindell","5BtS8w1kkjLV1BbvB0t12u",0.45,0.795,10,-4.249,0.0355,0.103,0,0.166,0.364,151.884,4
"499","country","Rewind","Rascal Flatts","5S5rw0WLVCAux5B5bWCehK",0.611,0.8,0,-5.61,0.0377,0.257,0,0.194,0.527,89.974,4
"500","country","Beat Of The Music","Brett Eldredge","3un2KQUaQ2brEpd8dK93wI",0.629,0.808,9,-4.125,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,4
"501","country","Sunshine & Whiskey","Frankie Ballard","6aNwDe5YH5YUPlpHkku52w",0.67,0.737,9,-6.794,0.0434,0.223,0,0.325,0.754,92.983,4
"502","country","Stay","Florida Georgia Line","3grPZ1iQg2tEdh0ZCh3HTt",0.494,0.936,1,-2.989,0.0418,0.0744,0,0.148,0.582,141.939,4
"503","country","Yeah","Joe Nichols","43lL05gZ1DqG4YJ74rCPmM",0.404,0.845,11,-4.647,0.049,0.00637,1.34e-05,0.357,0.591,165.703,4
"504","country","Cop Car","Keith Urban","5vCgOg9VqRaAUbnflCO6P3",0.538,0.664,1,-6.318,0.0392,0.193,0,0.0918,0.366,154.033,4
"505","country","When She Says Baby","Jason Aldean","3gVRILe7XCyNakb6sy5umX",0.673,0.76,0,-5.126,0.0361,0.0682,0.000116,0.309,0.807,113.063,4
"506","country","Automatic","Miranda Lambert","0B0y2FImat9j9MJTNRZWfW",0.591,0.703,10,-6.211,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,4
"507","country","Whiskey In My Water","Tyler Farr","5E4CJfa6yZNGSKVFSUgaBt",0.526,0.872,7,-5.079,0.0428,0.245,0,0.243,0.583,153.929,4
"508","country","Lettin' The Night Roll","Justin Moore","33LSgUa20mKNgeut1XwP2E",0.542,0.859,2,-5.137,0.0424,0.0873,0,0.145,0.637,140.9,4
"509","country","River Bank","Brad Paisley","0U6uTxVPeoXFcxlXMIWgAR",0.639,0.875,7,-5.793,0.0372,0.0929,0,0.296,0.892,117.028,4
"510","country","Doin' What She Likes","Blake Shelton","1MDogqDrStFSO9cdUTUFem",0.581,0.767,10,-6.28,0.0406,0.157,0,0.278,0.832,152.011,4
"511","country","Day Drinking","Little Big Town","1pxXqJZBrCREdC0s4Xs6Xz",0.591,0.959,9,-2.515,0.057,0.103,0,0.779,0.86,163.883,4
"512","country","Chillin' It","Cole Swindell","0Utg7sirTPqrs6Cx0FbriQ",0.576,0.849,9,-3.057,0.0386,0.511,3.89e-05,0.109,0.666,137.982,4
"513","country","Small Town Throwdown","Brantley Gilbert Featuring Justin Moore & Thomas Rhett","0rX4YStqUt1k1VEBe1U4HJ",0.555,0.863,7,-3.867,0.0379,0.0246,0,0.0563,0.699,98.006,4
"514","country","We Are Tonight","Billy Currington","2EvddT8rcO99bKH0rDHAYG",0.559,0.812,11,-5.347,0.0371,0.0323,0,0.195,0.472,127.911,4
"515","country","Whatever She's Got","David Nail","4PJXT82AZtlDW4Q71b43oz",0.527,0.723,1,-6.134,0.0411,0.217,0,0.037,0.888,160.465,4
"516","country","Who I Am With You","Chris Young","4u7KjVIQPdzGCcAwg4W5Kl",0.466,0.702,0,-4.308,0.032,0.0983,1.29e-05,0.242,0.47,150.309,4
"517","country","Compass","Lady Antebellum","2ubncjpv82GY5uES29L5ik",0.56,0.77,0,-4.694,0.0256,0.096,6.39e-06,0.108,0.521,100.013,4
"518","country","19 You + Me","Dan + Shay","7ongSdLv28Z27WeCrzZXwB",0.493,0.67,6,-5.131,0.0298,0.319,0,0.102,0.451,151.989,3
"519","country","Neon Light","Blake Shelton","289hx4t6fH2BBe8p6cnXo1",0.666,0.78,2,-5.847,0.048,0.0189,1.01e-06,0.0635,0.923,154.056,4
"520","country","Girl In A Country Song","Maddie & Tae","1GRiBe0kNCNYpjwCHIyynI",0.59,0.908,8,-3.789,0.084,0.285,0,0.36,0.874,160.028,4
"521","country","I Hold On","Dierks Bentley","01e8dGbulrphX8j3fZDQYk",0.614,0.715,0,-6.451,0.0445,0.0849,0.000316,0.102,0.231,117.956,4
"522","country","Somewhere In My Car","Keith Urban","3MFV4DgrAOXz6KURPQxRj9",0.588,0.861,10,-5.531,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,4
"523","country","Look At You","Big & Rich","6hQNZOmjGuiJuArVQLSKro",0.503,0.822,11,-4.941,0.0506,0.0681,0,0.145,0.714,164.013,4
"524","country","Goodnight Kiss","Randy Houser","27aDju7VAODvQYHWrrv6o9",0.731,0.71,1,-4.285,0.0332,0.0382,9.92e-05,0.118,0.633,111.024,4
"525","country","Helluva Life","Frankie Ballard","4mnuiEDq1ADXUTYWJxLo4B",0.564,0.76,6,-5.667,0.0277,0.0676,0,0.144,0.528,134.015,4
"526","country","Dust","Eli Young Band","5J6IvCB3hhdBVFfKI75fjp",0.586,0.925,0,-3.744,0.039,0.0262,0.00327,0.138,0.495,130.958,4
"527","country","Invisible","Hunter Hayes","2B5ey0F0QtFKNIR48vfvNJ",0.38,0.568,1,-5.713,0.0436,0.327,0,0.0822,0.259,155.956,4
"528","country","Keep Them Kisses Comin'","Craig Campbell","1ugf7FcFQ0s95CTB0btuzz",0.704,0.767,6,-5.708,0.0398,0.0524,0.000469,0.361,0.889,120.035,4
"529","country","Close Your Eyes","Parmalee","3Bdqlr7jQLNhITAgcBGQBG",0.551,0.863,11,-3.506,0.0322,0.0158,0,0.0843,0.817,143.952,4
"530","country","Friday Night","Eric Paslay","66rVt7PbwyKlu6CK6rxyAi",0.657,0.841,9,-4.188,0.0452,0.16,0,0.177,0.722,120.009,4
"531","country","That's My Kind Of Night","Luke Bryan","5HGibWoxnkYSkl6mHmAlOE",0.661,0.751,7,-2.909,0.0481,0.0571,0,0.105,0.875,109.995,4
"532","country","Sweet Annie","Zac Brown Band","2PEkXkHKvk4bnC1TgTDCDM",0.635,0.434,6,-7.986,0.0298,0.171,1.1e-06,0.106,0.171,139.976,4
"533","country","Everything I Shouldn't Be Thinking About","Thompson Square","3vYQTgxQWWM4VIDHi7qhQ5",0.68,0.947,8,-3.703,0.0338,0.0433,1.18e-05,0.204,0.895,115.983,4
"534","country","Something In The Water","Carrie Underwood","10RQKVSr4rS0coExTmi4dF",0.451,0.893,7,-2.721,0.0627,0.0243,0,0.0813,0.0971,139.763,4
"535","country","Wasting All These Tears","Cassadee Pope","25zXRQGuwYZdIp88fVZOPC",0.465,0.772,5,-3.932,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,4
"536","country","Song About A Girl","Eric Paslay","5BNgkhr9nadjc1cJGpeJAs",0.605,0.885,9,-5.592,0.0495,0.349,0.000287,0.151,0.742,92.055,4
"537","country","Chainsaw","The Band Perry","6BstspHAG1DuMebrQJWPJY",0.62,0.737,2,-4.296,0.0248,0.189,0,0.0562,0.631,83.991,4
"538","country","Later On","The Swon Brothers","7lG4154Md1Kw7BMg56Pt4s",0.411,0.903,2,-2.948,0.144,0.0544,0,0.104,0.614,180.078,4
"539","country","Feelin' It","Scotty McCreery","0ABHhxQTaluB94ohp2RLSr",0.586,0.759,7,-5.338,0.0457,0.1,0,0.084,0.687,184.031,4
"540","country","We Were Us","Keith Urban And Miranda Lambert","5Net7uzpcqkJtOwR22onye",0.578,0.937,2,-5.685,0.0481,0.0294,0,0.122,0.479,102.98,4
"541","country","Drunk Last Night","Eli Young Band","4hnK8P3v7kE7T4PMBYwRhu",0.528,0.856,7,-4.605,0.0351,0.052,0,0.0988,0.572,87.019,4
"542","country","See You Tonight","Scotty McCreery","54RCDE1TAewECyX4WDUVm1",0.497,0.816,9,-6.489,0.0563,0.217,0,0.171,0.512,169.966,4
"543","country","Don't Let Me Be Lonely","The Band Perry","1vjx9wZEyhhM1VRmIoDiRk",0.597,0.682,1,-4.573,0.0283,0.124,0,0.0808,0.336,111.022,4
"544","country","The Heart Of Dixie","Danielle Bradbery","5FgLLtrDU4Ex2ezB9anpH5",0.456,0.637,6,-4.773,0.0354,0.0171,0,0.194,0.436,155.95,4
"545","country","Cold One","Eric Church","1ffMmNQ42w7dIwyCDTKySb",0.591,0.888,6,-5.807,0.0601,0.0758,0.00403,0.535,0.771,147.943,4
"546","country","Carolina","Parmalee","7JKUEuxOW5NNieEjoW59sH",0.434,0.75,10,-3.53,0.0293,0.0107,0,0.106,0.488,159.824,4
"547","country","I Got A Car","George Strait","4Fpq4QkR06QRDkujBUk0JY",0.602,0.631,4,-7.371,0.033,0.332,0,0.12,0.472,138.387,4
"548","country","Shotgun Rider","Tim McGraw","3LbvNFkqDTrE1liGMmZBDL",0.468,0.904,7,-4.574,0.0494,0.126,3.89e-06,0.165,0.7,167.998,4
"549","country","Wake Up Lovin' You","Craig Morgan","5UY3Vzkc5INzJ3wBJm5FlD",0.538,0.652,8,-3.521,0.0308,0.362,6.03e-06,0.083,0.515,75.028,4
"550","country","Slow Me Down","Sara Evans","6Zf4AMWgnUDobtAixiIqnZ",0.597,0.602,7,-4.99,0.0292,0.214,0.00032,0.313,0.262,91.999,4
"551","country","Perfect Storm","Brad Paisley","14UE0L5fL5TL0ohEiAv56X",0.53,0.753,0,-5.551,0.0346,0.365,4.19e-05,0.269,0.38,123.979,4
"552","country","Kiss You Tonight","David Nail","6VRA3GzddUG3okSUjdzgYo",0.569,0.782,11,-5.769,0.026,0.00317,2.32e-06,0.102,0.433,99.222,4
"553","country","Up All Night","Jon Pardi","6qewYf1Su9xeaAp9iEQpUw",0.549,0.713,9,-4.935,0.0306,0.185,0,0.112,0.463,162.989,4
"554","country","All Alright","Zac Brown Band","66GSSL3YTkBqWHDlKg39BT",0.439,0.591,8,-5.754,0.0273,0.0844,8.84e-05,0.146,0.482,78.355,4
"555","country","God Made Girls","RaeLynn","24tygl4LPQcQgeBe7qzY3n",0.488,0.917,3,-2.939,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,4
"556","country","Show You Off","Dan + Shay","4w9LtJn74XQhsHD1zAHnzY",0.543,0.851,11,-4.197,0.0381,0.207,0,0.0655,0.779,166.054,4
"557","country","Lookin' For That Girl","Tim McGraw","4tK5L8FD5Gl1dSwhzXuU6K",0.494,0.843,6,-4.454,0.0342,0.00611,1.21e-05,0.0995,0.398,153.963,4
"558","country","Young Love","Kip Moore","1jU8PY3PkrH9CyySlwjb3F",0.419,0.621,0,-5.616,0.0297,0.00404,0.000153,0.14,0.215,165.968,4
"559","country","Everybody's Got Somebody But Me","Hunter Hayes Featuring Jason Mraz","0spRhrdp5a0qHBzcYwtFIX",0.638,0.53,5,-6.928,0.063,0.337,0,0.179,0.882,151.618,4
"560","country","Payback","Rascal Flatts","59tG0RUCwkbLQtJCf8xJkq",0.542,0.957,2,-5.009,0.045,0.00734,1.96e-05,0.185,0.752,158,4
"561","country","The Outsiders","Eric Church","1TKlBK9cSrM5u4CiL4SETS",0.586,0.677,1,-8.343,0.0294,0.043,0.0936,0.0884,0.562,144.001,4
"562","country","Like A Cowboy","Randy Houser","2eQQ7YHhROyqSPiMrTOuum",0.511,0.687,1,-4.328,0.0326,0.254,2.49e-06,0.108,0.172,139.995,4
"563","country","Drinking Class","Lee Brice","4QAXLB2Hkx3n7LbOFxD34h",0.663,0.53,1,-9.763,0.0301,0.0886,0,0.154,0.269,109.003,4
"564","country","Mine Would Be You","Blake Shelton","1zvQt99d5oTkEQLmSoO1yu",0.572,0.529,0,-6.897,0.0282,0.146,0,0.335,0.321,139.876,4
"565","country","Follow Your Arrow","Kacey Musgraves","4CLPNURPcKztF9RRdcWLGP",0.448,0.649,5,-5.925,0.0434,0.418,0,0.0976,0.575,195.925,4
"566","country","Tattoo","Hunter Hayes","0Rm6GWdapFsg4Z6r2Ae3s8",0.6,0.931,8,-3.492,0.0681,0.128,0,0.0688,0.716,96.954,4
"567","country","Mean To Me","Brett Eldredge","5FVuERsYqtKKAaWe62NBnv",0.647,0.586,0,-6.883,0.0313,0.115,1.69e-06,0.121,0.165,87.994,4
"568","country","Sun Daze","Florida Georgia Line","0El2Zyt68nYySFDG87hZgM",0.476,0.952,4,-3.783,0.041,0.0981,2.91e-06,0.438,0.849,170.062,4
"569","country","Homegrown Honey","Darius Rucker","15WoYaFanAymIZuebfxvOt",0.657,0.911,1,-5.072,0.0496,0.122,0,0.0479,0.871,87.978,4
"570","country","Talladega","Eric Church","1TKlBK9cSrM5u4CiL4SETS",0.586,0.677,1,-8.343,0.0294,0.043,0.0936,0.0884,0.562,144.001,4
"571","country","Rum","Brothers Osborne","1U0xkg7vuzXKWaNccZ7WHi",0.829,0.63,3,-6.014,0.0583,0.43,1.32e-05,0.109,0.886,121.041,4
"572","country","Take It On Back","Chase Bryant","19OKWQPIupVomZOgBHvhV3",0.558,0.814,2,-5.378,0.0645,0.0129,0,0.0666,0.672,157.959,4
